pair,acronym,description,frequency
"('RPC', 'recomendaciones para prevenir las caídas')",RPC,recomendaciones para prevenir las caídas,2
"('VGE+VGA', 'vge y después vga')",VGE+VGA,vge y después vga,1
"('UFPE', 'unidad de atención farmacéutica a pacientes externos')",UFPE,unidad de atención farmacéutica a pacientes externos,1
"('EVA', 'escala visual analógica')",EVA,escala visual analógica,1
"('NPp', 'nutrición parenteral precoz')",NPp,nutrición parenteral precoz,1
"('WISCI', 'walking index spinal cord injury')",WISCI,walking index spinal cord injury,1
"('RITA', 'radiofrecuencia intersticial')",RITA,radiofrecuencia intersticial,1
"('MAC', 'medicina alternativa y complementaria')",MAC,medicina alternativa y complementaria,2
"('VBTF', 'vapor a baja temperatura con formaldehído')",VBTF,vapor a baja temperatura con formaldehído,2
"('OB', 'obesidad')",OB,obesidad,1
"('II', 'intestinal')",II,intestinal,1
"('TRR', 'terapia de reemplazo renal')",TRR,terapia de reemplazo renal,1
"('CS', 'controles')",CS,controles,1
"('TARV', 'terapia antirretroviral')",TARV,terapia antirretroviral,1
"('AAS', 'acido acetilsalicilico')",AAS,acido acetilsalicilico,1
"('TC', 'tomografía computarizada')",TC,tomografía computarizada,4
"('TDAH', 'trastorno de deficit de atencion/hiperactividad')",TDAH,trastorno de deficit de atencion/hiperactividad,2
"('atenolol', 'arterial durante la ergometría. efectos del tratamiento con vasodilatadores (prazosín) versus bloqueadores beta')",atenolol,arterial durante la ergometría. efectos del tratamiento con vasodilatadores (prazosín) versus bloqueadores beta,1
"('SA', 'sucesos adversos')",SA,sucesos adversos,1
"('BA', 'bebidas azucaradas')",BA,bebidas azucaradas,1
"('RR', 'riesgo relativo')",RR,riesgo relativo,6
"('Cetacea', 'comportamiento del delfin manchado costero, stenella attenuata')",Cetacea,"comportamiento del delfin manchado costero, stenella attenuata",1
"('lp(a)', 'lipoproteína (a)')",lp(a),lipoproteína (a),2
"('SEEDO', 'sociedad española para el estudio de la obesidad')",SEEDO,sociedad española para el estudio de la obesidad,1
"('ATR', 'artroplastia total de rodilla')",ATR,artroplastia total de rodilla,2
"('vHIT', 'video head impulse test')",vHIT,video head impulse test,1
"('HLAV', 'histerectomía laparoscópica asistida vaginalmente')",HLAV,histerectomía laparoscópica asistida vaginalmente,1
"('PV', 'pentavalente')",PV,pentavalente,2
"('EFG', 'especialidades farmacéuticas genéricas')",EFG,especialidades farmacéuticas genéricas,1
"('OBQ-CV', 'obsessive belief questionnaire-children version')",OBQ-CV,obsessive belief questionnaire-children version,1
"('IAH', 'indice de apnea/hipopnea')",IAH,indice de apnea/hipopnea,1
"('TVP', 'trombosis venosa profunda')",TVP,trombosis venosa profunda,1
"('EFBA', 'epilepsia focal benigna atipica')",EFBA,epilepsia focal benigna atipica,1
"('CEA-N', 'cuestionario de expectativas hacia el alcohol para niños de argentina')",CEA-N,cuestionario de expectativas hacia el alcohol para niños de argentina,1
"('PAC', 'porcentaje anual de cambio')",PAC,porcentaje anual de cambio,1
"('VAG', 'vacunación antigripal')",VAG,vacunación antigripal,5
"('SNS', 'servicio nacional de salud')",SNS,servicio nacional de salud,1
"('NE', 'nutrición enteral')",NE,nutrición enteral,2
"('FIWOS', 'first international workshop on ocular sarcoidosis')",FIWOS,first international workshop on ocular sarcoidosis,1
"('CONIN', 'corporación para la nutrición infantil')",CONIN,corporación para la nutrición infantil,1
"('LI', 'lesión intraepitelial')",LI,lesión intraepitelial,1
"('TDI', 'trastornos del desarrollo intelectual')",TDI,trastornos del desarrollo intelectual,2
"('UITB', 'unidad de investigación en tuberculosis de barcelona')",UITB,unidad de investigación en tuberculosis de barcelona,3
"('AI', 'aneurismas intracraneales')",AI,aneurismas intracraneales,1
"('MORTAR', 'mortalidad de pacientes vih (+) chilenos: estudio caso-control')",MORTAR,mortalidad de pacientes vih (+) chilenos: estudio caso-control,1
"('AEDV', 'academia española de dermatología y venereología')",AEDV,academia española de dermatología y venereología,1
"('ECPP', 'estudio chileno de prevalencia de patología psiquiátrica (dsm-iii-r/cidi)')",ECPP,estudio chileno de prevalencia de patología psiquiátrica (dsm-iii-r/cidi),1
"('DE', 'disfunción eréctile')",DE,disfunción eréctile,1
"('TaETM', 'transanal etm')",TaETM,transanal etm,1
"('TTPA', 'tromboplastina parcial activado')",TTPA,tromboplastina parcial activado,2
"('RCE', 'relación cintura-estatura')",RCE,relación cintura-estatura,1
"('FM', 'facultad de medicina')",FM,facultad de medicina,1
"('Nematoda', 'nematodo parásito romanomermis iyengari (welch, 1964)')",Nematoda,"nematodo parásito romanomermis iyengari (welch, 1964)",2
"('TMG', 'trastorno mental grave')",TMG,trastorno mental grave,1
"('ETA', 'enfermedades transmitidas por los alimentos')",ETA,enfermedades transmitidas por los alimentos,1
"('IRCV', 'integrado de riesgo cardiovascular')",IRCV,integrado de riesgo cardiovascular,1
"('PET/CT', 'positron emission tomography/computed tomography')",PET/CT,positron emission tomography/computed tomography,1
"('SM', 'suplementos multivitamínicos')",SM,suplementos multivitamínicos,2
"('CAP', 'centros de atención primaria')",CAP,centros de atención primaria,2
"('COR', 'característica operativa del receptor')",COR,característica operativa del receptor,4
"('LE90', 'límite espectral 90%')",LE90,límite espectral 90%,2
"('EE', 'embarazo ectópico')",EE,embarazo ectópico,1
"('PPcH', 'pacientes pediátricos con hemofilia')",PPcH,pacientes pediátricos con hemofilia,1
"('CCC', 'communication checklist')",CCC,communication checklist,1
"('EA', 'eventos adversos')",EA,eventos adversos,2
"('EF', 'ejercicio físico')",EF,ejercicio físico,2
"('TA', 'tensión arterial')",TA,tensión arterial,1
"('RG', 'residuo gástrico')",RG,residuo gástrico,1
"('PALOC', 'perimetría automatizada de longitud de onda corta')",PALOC,perimetría automatizada de longitud de onda corta,1
"('HPS', 'hiperglucemia postoperatoria severa')",HPS,hiperglucemia postoperatoria severa,1
"('OAB-FIM', 'overactive bladder family impact measure')",OAB-FIM,overactive bladder family impact measure,1
"('VM', 'ventilación mecánica')",VM,ventilación mecánica,3
"('AP-CP', 'autoeficacia para el control de peso')",AP-CP,autoeficacia para el control de peso,1
"('Grupo PRE', 'grupo preintervención')",Grupo PRE,grupo preintervención,1
"('IAAS', 'infecciones asociadas a la atención en salud')",IAAS,infecciones asociadas a la atención en salud,2
"('ZNO', 'zona noroeste')",ZNO,zona noroeste,1
"('CIA', 'comunicación interauricular')",CIA,comunicación interauricular,1
"('ML', 'modelo de regresión logístico')",ML,modelo de regresión logístico,1
"('PAA', 'programas de ayuda alimentaria')",PAA,programas de ayuda alimentaria,1
"('PSMAR', 'parc de salut mar')",PSMAR,parc de salut mar,2
"('EULA', 'evaluacion de la apraxia de los miembros superiores')",EULA,evaluacion de la apraxia de los miembros superiores,1
"('MIS', 'mínima invasión')",MIS,mínima invasión,1
"('TSN', 'terapia sustitutiva con nicotina')",TSN,terapia sustitutiva con nicotina,1
"('OAK', 'older acute heart failure key data')",OAK,older acute heart failure key data,1
"('PEP', 'presión espiratoria positiva')",PEP,presión espiratoria positiva,1
"('CC', 'cervical')",CC,cervical,1
"('RR', 'riesgos relativos')",RR,riesgos relativos,5
"('SIADH', 'secrecion inadecuada de adh')",SIADH,secrecion inadecuada de adh,1
"('EGB', 'estreptococo del grupo b')",EGB,estreptococo del grupo b,2
"('SAMU', 'servicio de atención médica urgente')",SAMU,servicio de atención médica urgente,1
"('AS', 'años de edad beneficiarios')",AS,años de edad beneficiarios,1
"('apoE', 'apolipoproteína e')",apoE,apolipoproteína e,1
"('SRAS', 'síndrome respiratorio agudo severo')",SRAS,síndrome respiratorio agudo severo,1
"('APS', 'atención primaria de salud')",APS,atención primaria de salud,1
"('USSB', 'utilización de servicios de salud bucal')",USSB,utilización de servicios de salud bucal,1
"('NPT', 'nutrición parenteral total')",NPT,nutrición parenteral total,5
"('SUP', 'servicios de urgencias pediátricos')",SUP,servicios de urgencias pediátricos,2
"('normopeso', 'nutricional de la población estudiada mostró en general una mayor prevalencia con peso saludable')",normopeso,nutricional de la población estudiada mostró en general una mayor prevalencia con peso saludable,1
"('EO', 'emergencias obstétricas')",EO,emergencias obstétricas,1
"('MMC', 'mitomycin c')",MMC,mitomycin c,1
"('NAVM', 'neumonía asociada a ventilación mecánica')",NAVM,neumonía asociada a ventilación mecánica,3
"('NoTD', 'no tolerantes al dolor')",NoTD,no tolerantes al dolor,1
"('STP', 'síndrome de tensión premenstrual')",STP,síndrome de tensión premenstrual,1
"('MAV', 'malformaciones arteriovenosas')",MAV,malformaciones arteriovenosas,2
"('SVS', 'sistema vasco de salud')",SVS,sistema vasco de salud,1
"('BCS', 'bebidas carbonatadas')",BCS,bebidas carbonatadas,1
"('PIM', 'potencialmente inapropiados')",PIM,potencialmente inapropiados,1
"('media', 'mostro celulas foliculo-estrelladas positivas para s-100')",media,mostro celulas foliculo-estrelladas positivas para s-100,1
"('ITS-AC', 'its adquiridas en la comunidad')",ITS-AC,its adquiridas en la comunidad,1
"('SMD', 'síndromes mielodisplásicos')",SMD,síndromes mielodisplásicos,2
"('ROC', 'receiver operating characteristic')",ROC,receiver operating characteristic,1
"('QOL-AD', ""quality of life in alzheimer's disease"")",QOL-AD,quality of life in alzheimer's disease,1
"('CQ', 'cloroquina')",CQ,cloroquina,1
"('PAIS', 'proyecto de acción interdisciplinaria en salud')",PAIS,proyecto de acción interdisciplinaria en salud,2
"('EPO', 'eritropoyetina')",EPO,eritropoyetina,1
"('DCA', 'daño cerebral adquirido')",DCA,daño cerebral adquirido,1
"('EM', 'errores de medicación')",EM,errores de medicación,1
"('NICE', 'national institute for health and clinical excellence')",NICE,national institute for health and clinical excellence,1
"('ADO', 'antidiabeticos orales')",ADO,antidiabeticos orales,1
"('SNC', 'sistema nervioso central')",SNC,sistema nervioso central,6
"('TP', 'tiempo de protrombina')",TP,tiempo de protrombina,1
"('CVRS', 'calidad de vida relacionada a la salud')",CVRS,calidad de vida relacionada a la salud,1
"('CBTMO', 'criobiología y biología del trasplante de médula osea')",CBTMO,criobiología y biología del trasplante de médula osea,1
"('I.P.I.', 'inventario de perfeccionismo infantil')",I.P.I.,inventario de perfeccionismo infantil,1
"('U.A.M.', 'unidad clínica hematológica de la clínica puerta de hierro')",U.A.M.,unidad clínica hematológica de la clínica puerta de hierro,1
"('Hb', 'hemoglobina plasmática')",Hb,hemoglobina plasmática,1
"('GETECCU', 'grupo español de trabajo en enfermedad de crohn y colitis ulcerosa')",GETECCU,grupo español de trabajo en enfermedad de crohn y colitis ulcerosa,1
"('SNT', 'sindrome neurologico tardio')",SNT,sindrome neurologico tardio,1
"('LC', 'lumbalgia crónica')",LC,lumbalgia crónica,1
"('CRM', 'cirugía de revascularización miocárdica')",CRM,cirugía de revascularización miocárdica,1
"('CPCNM', 'carcinoma de pulmón de células no microcelulares')",CPCNM,carcinoma de pulmón de células no microcelulares,1
"('CCR', 'carcinomas de células renales')",CCR,carcinomas de células renales,1
"('ASA', 'american society of anesthesiologists')",ASA,american society of anesthesiologists,1
"('SNT', 'sepsis neonatal temprana')",SNT,sepsis neonatal temprana,1
"('BLEE', 'betalactamasa de espectro extendido')",BLEE,betalactamasa de espectro extendido,1
"('QTI', 'quimioterapia intensa')",QTI,quimioterapia intensa,1
"('EAT', 'exposición alta')",EAT,exposición alta,1
"('Pt', 'puntuaciones típicas')",Pt,puntuaciones típicas,1
"('GID', 'ganancia de peso interdiálisis')",GID,ganancia de peso interdiálisis,2
"('AVB', 'atresia de vías biliares')",AVB,atresia de vías biliares,1
"('TSOG', 'test de sobrecarga oral a la glucosa')",TSOG,test de sobrecarga oral a la glucosa,1
"('DSA', 'de sexismo en adolescentes')",DSA,de sexismo en adolescentes,1
"('RECAMA', 'red computarizada automática de monitoreo del aire del valle de méxico')",RECAMA,red computarizada automática de monitoreo del aire del valle de méxico,1
"('IAMSEST', 'infarto agudo de miocardio sin elevación del segmento st')",IAMSEST,infarto agudo de miocardio sin elevación del segmento st,1
"('MD', 'micción disfuncional')",MD,micción disfuncional,1
"('LCD', 'leucemia en células del donador')",LCD,leucemia en células del donador,1
"('HACMLE', 'hospital de asistencia a crónicos de media y larga estancia')",HACMLE,hospital de asistencia a crónicos de media y larga estancia,1
"('ANCA', 'anticitoplasma de neutrófilo')",ANCA,anticitoplasma de neutrófilo,1
"('LMC', 'leucemia mieloide cr&oacute;nica')",LMC,leucemia mieloide cr&oacute;nica,1
"('IPA', 'incisiones pequeñas adaptadas')",IPA,incisiones pequeñas adaptadas,1
"('GesEPOC', 'guía española de la enfermedad pulmonar obstructiva crónica (epoc)')",GesEPOC,guía española de la enfermedad pulmonar obstructiva crónica (epoc),1
"('TMI-M', 'tasa de mortalidad infantil por microcefalia')",TMI-M,tasa de mortalidad infantil por microcefalia,1
"('IRCT', 'insuficiencia renal crónica terminal')",IRCT,insuficiencia renal crónica terminal,1
"('GSRS', 'gastrointestinales')",GSRS,gastrointestinales,1
"('MLQ', 'multifactor leadership questionnaire')",MLQ,multifactor leadership questionnaire,1
"('CIA', 'consumo intensivo de alcohol')",CIA,consumo intensivo de alcohol,1
"('ADHD-RS', 'adhd rating scale')",ADHD-RS,adhd rating scale,1
"('ECOSNA', 'escala de culpa por obesidad o sobrepeso para niños y adolescentes')",ECOSNA,escala de culpa por obesidad o sobrepeso para niños y adolescentes,1
"('LE', 'loncheras (fiambreras) escolares')",LE,loncheras (fiambreras) escolares,2
"('ODM', 'objetivos de desarrollo del milenio')",ODM,objetivos de desarrollo del milenio,1
"('E1', 'españa 0001')",E1,españa 0001,2
"('SAOS', 'sindrome de apnea obstructiva del sueño')",SAOS,sindrome de apnea obstructiva del sueño,2
"('PGB', 'pregabalina')",PGB,pregabalina,1
"('PLT', 'pliegue tricipital')",PLT,pliegue tricipital,1
"('M DMQ-R', 'modified drinking motives questionnaire-revised')",M DMQ-R,modified drinking motives questionnaire-revised,1
"('ICSI', 'infusión continua subcutánea de insulina')",ICSI,infusión continua subcutánea de insulina,1
"('ENAHO', 'encuesta nacional de hogares')",ENAHO,encuesta nacional de hogares,2
"('PMR', 'patógenos multirresistentes')",PMR,patógenos multirresistentes,1
"('ECRAF', 'european consortium for rheumatoid arthritis familiar')",ECRAF,european consortium for rheumatoid arthritis familiar,1
"('PMM-REDAN', 'pmm que utilizan servicios redan')",PMM-REDAN,pmm que utilizan servicios redan,1
"('ReDeGi', 'registro de demencias de girona')",ReDeGi,registro de demencias de girona,1
"('DE', 'desviación estándar')",DE,desviación estándar,1
"('HSNS', 'hypersensitive narcissism scale')",HSNS,hypersensitive narcissism scale,1
"('USSO', 'utilización de servicios de salud odontológicos')",USSO,utilización de servicios de salud odontológicos,1
"('CCI', 'consultivo de inmunizaciones')",CCI,consultivo de inmunizaciones,3
"('AFG', 'actividades fisicas grupales')",AFG,actividades fisicas grupales,1
"('SN', 'suplementos nutricionales')",SN,suplementos nutricionales,1
"('SILEX', 'sistema de información de lesiones de causa externa')",SILEX,sistema de información de lesiones de causa externa,1
"('GETMON', 'grupo español para el trasplante de médula osea en niños')",GETMON,grupo español para el trasplante de médula osea en niños,2
"('DM2', 'diabetes mellitus tipo 2')",DM2,diabetes mellitus tipo 2,8
"('ETS', 'enfermedades de transmisión sexual')",ETS,enfermedades de transmisión sexual,1
"('RPa', 'razones de prevalencia ajustada')",RPa,razones de prevalencia ajustada,1
"('SD', 'síndrome de down')",SD,síndrome de down,2
"('SIVELCE', 'sistema de vigilancia epidemiológica de lesiones de causa externa')",SIVELCE,sistema de vigilancia epidemiológica de lesiones de causa externa,1
